,Cylinders,Mileage (km),Year,Used Car Price(KIP),Car Make_E,Car Model_E,Location_E,Fuel_E,Condition_E,Transmission_E,Drive_E,Paint-color_E,Type_E,Steering wheel_E
401,4,36000,2019,685400000,5,24,3,1,2,0,0,11,4,0
402,4,58000,2015,655500000,5,24,3,1,1,0,0,11,4,0
403,4,22000,2020,667000000,5,24,3,1,1,0,0,10,4,0
404,4,90000,2017,793500000,5,25,3,1,1,0,3,11,4,0
405,4,50000,2019,885500000,5,25,3,1,2,0,3,10,4,0
406,4,54000,2016,839500000,5,25,3,1,2,0,3,10,4,0
407,4,93000,2015,828000000,5,25,3,1,2,0,3,10,4,0
408,4,68000,2017,816500000,5,25,3,1,2,0,3,5,4,0
409,4,97000,2015,770500000,5,25,3,1,1,0,3,10,4,0
410,4,70000,2017,816500000,5,25,3,1,1,0,3,10,4,0
411,4,70000,2016,816500000,5,25,3,1,1,0,3,11,4,0
412,4,48000,2017,754400000,5,25,3,1,2,0,3,11,4,0
413,4,107000,2017,816500000,5,25,3,1,2,0,3,10,4,0
414,4,53000,2020,897000000,5,25,3,1,3,0,3,11,4,0
415,4,75000,2015,823400000,5,25,3,1,2,0,3,11,4,0
416,4,48000,2016,816500000,5,25,3,1,2,0,3,11,4,0
417,4,57000,2019,885500000,5,25,3,1,2,0,3,10,4,0
418,4,62000,2015,823400000,5,25,3,1,2,0,3,11,4,0
419,4,85000,2017,770500000,5,25,3,1,1,0,3,10,4,0
420,4,70000,2018,724500000,5,25,3,1,1,0,3,11,4,0
421,4,1226,2019,908500000,5,25,3,1,2,0,3,11,4,0
422,4,52000,2015,816500000,5,25,3,1,1,0,3,11,4,0
423,4,40000,2021,977500000,5,28,3,1,1,0,0,0,4,0
424,4,80000,2016,678500000,5,28,3,1,1,0,0,1,4,0
425,4,68000,2018,828000000,5,28,3,1,2,0,0,11,4,0
426,4,50000,2017,701500000,5,28,3,1,1,0,0,0,4,0
427,4,50000,2018,805000000,5,28,3,1,2,0,0,10,4,0
428,4,80000,2017,770500000,5,28,3,1,2,0,0,5,4,0
429,4,24300,2021,862500000,5,28,3,1,2,0,0,11,4,0
430,4,31000,2019,811900000,5,28,3,1,1,0,0,11,4,0
431,4,35000,2018,851000000,5,28,3,1,1,0,0,10,4,0
432,4,18000,2022,857900000,5,28,3,1,3,0,0,11,4,0
433,4,52000,2016,731400000,5,28,3,1,2,0,0,11,4,0
434,4,50000,2018,747500000,5,28,3,1,1,0,0,11,4,0
435,4,36000,2021,862500000,5,28,3,1,1,0,0,10,4,0
436,4,40000,2020,825700000,5,28,3,1,3,1,0,11,4,0
437,4,50000,2019,823400000,5,28,3,1,2,1,0,11,4,0
438,4,31000,2020,880900000,5,28,3,1,3,1,0,11,4,0
439,4,25000,2021,874000000,5,28,3,1,3,1,0,10,4,0
440,4,95000,2016,793500000,5,25,3,1,1,1,3,11,4,0
441,4,65000,2019,885500000,5,25,3,1,1,1,3,11,4,0
442,4,132000,2016,805000000,5,25,3,1,2,1,3,11,4,0
443,4,48000,2017,851000000,5,25,3,1,2,1,3,11,4,0
444,4,43000,2021,1069500000,5,25,3,1,3,1,3,11,4,0
445,4,32000,2020,1069500000,5,25,3,1,3,1,3,11,4,0
446,4,74000,2017,782000000,5,25,3,1,2,1,3,11,4,0
447,4,53000,2016,816500000,5,25,3,1,1,1,3,11,4,0
448,4,75000,2015,839500000,5,25,3,1,1,1,3,0,4,0
449,4,75000,2015,501400000,5,27,3,1,1,0,0,10,4,0
450,4,75000,2017,570400000,5,27,3,1,1,0,3,0,4,0
451,4,67000,2017,570400000,5,27,3,1,1,1,3,3,4,0
452,4,29000,2019,586500000,5,29,3,0,1,1,5,0,3,0
453,4,90000,2014,437000000,5,32,3,0,1,1,5,0,7,0
454,4,52000,2010,529000000,5,32,3,0,2,1,5,9,7,0
455,8,65000,2010,1354700000,5,37,3,0,2,1,3,8,4,0
456,8,66000,2010,770500000,5,37,3,0,2,1,3,10,4,0
457,8,66000,2015,1058000000,5,37,3,0,1,1,3,8,4,0
458,4,120000,2008,356500000,5,39,3,1,1,0,0,7,4,0
459,4,76000,2008,351900000,5,39,3,1,1,0,0,10,4,0
460,4,150000,2010,455400000,5,40,0,1,2,0,3,10,4,0
461,4,100000,2013,570400000,5,44,0,1,1,0,0,10,4,0
462,4,110000,2013,402500000,5,41,3,1,1,0,0,11,4,0
463,4,61000,2013,501400000,5,41,3,1,1,0,0,10,4,0
464,4,100000,2014,434700000,5,41,3,1,2,0,0,11,4,0
465,4,65000,2014,563500000,5,43,3,1,1,0,0,11,4,0
466,4,100000,2013,570400000,5,43,3,1,1,0,0,11,4,0
467,4,87000,2015,609500000,5,43,3,1,1,0,0,11,4,0
468,4,166187,2011,483000000,5,43,3,1,1,0,0,11,4,0
469,4,90000,2015,586500000,5,43,3,1,1,0,0,10,4,0
470,4,72455,2014,565800000,5,43,3,1,1,0,0,9,4,0
471,4,70000,2015,644000000,5,42,3,1,1,0,3,3,4,0
472,4,83000,2014,609500000,5,42,3,1,1,1,3,9,4,0
473,4,120000,2013,586500000,5,42,3,1,1,1,3,11,4,0
474,4,90000,2015,586500000,5,42,3,1,1,0,3,11,4,0
475,4,90000,2014,639400000,5,42,3,1,1,0,3,11,4,0
476,4,61055,2013,598000000,5,42,1,1,1,0,3,10,4,0
477,4,78000,2014,609500000,5,42,3,1,2,0,3,10,4,0
478,4,95000,2015,655500000,5,42,3,1,2,0,3,11,4,0
479,4,90000,2014,575000000,5,42,3,1,2,0,3,11,4,0
480,4,32645,2017,356500000,5,45,3,0,2,1,5,8,8,0
481,4,59000,2018,379500000,5,45,3,0,2,1,5,3,8,0
482,4,65000,2016,287500000,5,45,3,0,1,0,5,6,8,0
483,4,12000,2020,409400000,5,45,3,0,3,1,5,1,8,0
484,4,8000,2020,386400000,5,45,3,0,3,0,5,3,8,0
485,4,62000,2014,368000000,5,45,3,0,1,1,5,11,8,0
486,4,20000,2020,391000000,5,45,3,0,1,1,5,0,8,0
487,4,65000,2018,386400000,5,45,3,0,2,1,5,11,8,0
488,4,28000,2021,443900000,5,45,3,0,3,1,5,11,8,0
489,4,21000,2019,407100000,5,45,3,0,2,1,5,11,8,0
490,4,40000,2018,356500000,5,45,3,0,2,0,5,11,8,0
491,4,97000,2009,207000000,5,46,3,0,1,0,5,10,8,0
492,4,44259,2017,342700000,5,46,3,0,2,0,5,11,7,0
493,4,59000,2017,342700000,5,46,3,0,2,1,5,10,7,0
494,4,54000,2014,325000000,5,46,3,0,1,1,5,10,7,0
495,4,50000,2017,340400000,5,46,3,0,2,1,5,11,7,0
496,4,25000,2022,437000000,0,2,3,0,3,1,5,11,8,0
497,4,30000,2022,460000000,0,2,3,0,3,1,5,11,8,0
498,4,21000,2022,506000000,0,2,3,0,3,1,5,0,8,0
499,4,51000,2020,483000000,0,2,3,0,3,1,5,0,8,0
500,4,80000,2017,356500000,0,2,3,0,2,1,5,10,8,0
501,4,80000,2018,455400000,0,3,3,0,1,1,5,3,8,0
502,4,70000,2017,432400000,0,3,3,0,1,1,5,11,8,0
503,4,50000,2018,441600000,0,3,3,0,1,1,5,11,8,0
504,4,50000,2017,425500000,0,3,3,0,2,1,5,11,8,0
505,4,70000,2018,425500000,0,3,3,0,2,1,5,1,8,0
506,4,100000,2010,363000000,4,42,3,1,2,1,3,10,4,1
507,4,48000,2018,386750000,4,26,3,1,2,1,3,10,4,1
508,4,67000,2017,448500000,4,25,2,1,2,1,3,3,4,1
509,4,58000,2017,539500000,4,28,2,1,2,0,2,11,4,1
510,4,23000,2021,631500000,4,12,2,1,2,1,2,11,2,1
511,4,73000,2021,650000000,4,12,2,1,2,1,3,11,2,1
512,4,13000,2023,994500000,4,12,3,1,2,1,3,11,2,1
513,4,24000,2023,1019850000,4,12,3,1,2,1,3,11,2,0
514,4,67000,2020,624000000,4,25,3,1,2,1,3,3,4,1
515,4,82000,2015,351000000,4,42,3,1,2,1,3,11,4,1
516,4,76000,2014,473000000,4,44,3,1,2,0,3,11,4,0
517,4,132000,2009,211250000,4,44,3,1,2,0,3,11,4,1
518,4,23000,2021,455000000,2,9,2,1,2,0,3,11,4,1
519,4,23000,2022,321750000,2,9,3,1,2,0,3,11,4,1
520,4,59000,2018,357500000,4,25,2,1,2,1,3,0,4,1
521,4,159000,2010,344500000,4,40,3,1,2,1,3,0,4,1
522,4,94000,2014,422500000,4,12,2,1,2,1,2,11,2,1
523,4,81000,2012,370000000,4,44,2,1,2,0,3,11,4,1
