,Cylinders,Mileage (km),Year,Used Car Price(KIP),Car Make_E,Car Model_E,Location_E,Fuel_E,Condition_E,Transmission_E,Drive_E,Paint-color_E,Type_E,Steering wheel_E
86,4,94000,2014,391000000,5,1,3,0,1,1,5,11,8,0
87,4,85000,2010,294400000,5,1,3,0,1,1,5,10,8,0
88,4,40000,2016,517500000,5,1,3,0,1,1,5,0,8,0
89,4,64000,2016,478400000,5,1,3,0,2,1,5,0,8,0
90,4,86000,2013,356500000,5,1,3,0,1,1,5,0,8,0
91,4,66000,2017,483000000,5,1,3,0,1,1,5,11,8,0
92,4,40256,2015,386400000,5,1,3,0,2,1,5,11,8,0
93,4,66000,2016,471500000,5,1,3,0,1,1,5,0,8,0
94,4,60000,2014,340400000,5,4,3,0,1,0,5,11,8,0
95,4,60000,2011,287500000,5,4,3,0,2,1,5,11,8,0
96,4,37000,2016,356500000,5,4,3,0,2,1,5,11,8,0
97,4,90000,2016,365700000,5,4,3,0,1,1,5,7,8,0
98,4,74000,2015,349600000,5,4,3,0,1,1,5,11,8,0
99,4,28000,2017,379500000,5,4,3,0,2,1,5,11,8,0
100,4,31000,2018,460000000,5,4,3,0,2,1,5,11,8,0
101,4,41000,2022,724500000,5,5,3,2,3,1,5,3,9,0
102,6,68000,2013,874000000,5,11,3,2,1,1,4,3,0,0
103,4,33000,2022,1292600000,5,12,3,1,3,1,4,11,2,0
104,4,1000,2023,1276500000,5,12,3,1,1,1,4,0,2,0
105,4,40000,2018,1053400000,5,12,3,1,2,1,4,11,2,0
106,4,40000,2020,1099400000,5,12,3,1,3,1,4,11,2,0
107,4,2000,2023,1127000000,5,12,3,1,3,1,4,3,2,0
108,4,30000,2018,1122400000,5,12,3,1,2,1,4,11,2,0
109,4,114000,2016,943000000,5,12,3,1,2,1,4,0,2,0
110,4,51000,2019,1058000000,5,12,3,1,1,1,4,10,2,0
111,4,40000,2019,1122400000,5,12,3,1,2,1,4,11,2,0
112,4,47000,2018,1030400000,5,12,3,1,2,1,4,11,2,0
113,4,84000,2011,547400000,5,12,3,1,2,1,4,11,2,0
114,4,87129,2017,931500000,5,12,3,1,2,1,4,11,2,0
115,4,75000,2012,625600000,5,12,3,1,2,1,4,9,2,0
116,4,38000,2018,1055700000,5,12,3,1,2,1,4,0,2,0
117,4,29000,2020,1115500000,5,12,3,1,3,1,4,11,2,0
118,4,60000,2014,618700000,5,15,3,0,2,1,5,11,6,0
119,4,15000,2018,644000000,5,15,3,0,2,1,5,5,6,0
120,4,5122,2020,1069500000,5,17,3,1,2,0,5,11,5,0
121,4,120000,2020,1069500000,5,17,3,1,1,0,5,11,5,0
122,4,110000,2012,586500000,5,17,3,1,1,0,5,11,5,0
123,4,83000,2017,770500000,5,17,3,1,1,0,5,11,5,0
124,8,63000,2014,1748000000,5,21,3,1,2,1,4,11,9,0
125,8,65000,2013,1541000000,5,21,3,1,2,1,4,10,9,0
126,8,73000,2012,1124424000,5,21,3,1,2,1,4,9,9,0
127,8,120000,2011,1368500000,5,21,3,1,2,1,4,11,9,0
128,8,60000,2014,1541000000,5,21,3,1,2,1,4,11,9,0
129,8,60000,2014,1725000000,5,21,3,1,2,1,4,11,9,0
130,6,1500,2023,3427000000,5,21,3,1,3,1,4,11,9,0
131,6,38000,2020,2484000000,5,21,3,1,3,1,4,11,9,0
132,8,60000,2014,1725000000,5,21,3,1,2,1,4,11,9,0
133,8,83000,2013,1426000000,5,21,3,1,1,1,4,11,9,0
134,8,70000,2015,1725000000,5,21,3,1,2,1,4,11,9,0
135,8,84000,2017,2173500000,5,21,3,1,1,1,4,11,9,0
136,8,67000,2018,2530000000,5,21,3,1,1,1,4,11,9,0
137,6,61000,2017,1598500000,5,22,3,1,2,1,4,11,9,0
138,6,32000,2020,1752600000,5,22,3,1,3,1,4,11,9,0
139,6,85000,2012,1752600000,5,22,3,1,1,1,4,0,9,0
140,6,69000,2013,1081000000,5,22,3,1,2,1,4,10,9,0
141,6,70000,2015,1127000000,5,22,3,1,2,0,4,0,9,0
142,6,77000,2013,1104000000,5,22,3,1,2,1,4,0,9,0
143,6,65000,2012,1104000000,5,22,3,1,1,1,4,0,9,0
144,6,55000,2015,1334000000,5,22,3,1,1,1,4,11,9,0
145,6,56000,2013,1265000000,5,22,3,1,2,1,4,11,9,0
146,6,68000,2012,954500000,5,22,3,1,1,0,4,11,9,0
147,6,85000,2012,1076400000,5,22,3,1,1,1,4,11,1,0
148,4,36000,2019,685400000,5,24,3,1,2,0,0,11,4,0
149,4,58000,2015,655500000,5,24,3,1,1,0,0,11,4,0
150,4,22000,2020,667000000,5,24,3,1,1,0,0,10,4,0
151,4,90000,2017,793500000,5,25,3,1,1,0,3,11,4,0
152,4,50000,2019,885500000,5,25,3,1,2,0,3,10,4,0
153,4,54000,2016,839500000,5,25,3,1,2,0,3,10,4,0
154,4,93000,2015,828000000,5,25,3,1,2,0,3,10,4,0
155,4,68000,2017,816500000,5,25,3,1,2,0,3,5,4,0
156,4,97000,2015,770500000,5,25,3,1,1,0,3,10,4,0
157,4,70000,2017,816500000,5,25,3,1,1,0,3,10,4,0
158,4,70000,2016,816500000,5,25,3,1,1,0,3,11,4,0
159,4,48000,2017,754400000,5,25,3,1,2,0,3,11,4,0
160,4,107000,2017,816500000,5,25,3,1,2,0,3,10,4,0
161,4,53000,2020,897000000,5,25,3,1,3,0,3,11,4,0
162,4,75000,2015,823400000,5,25,3,1,2,0,3,11,4,0
163,4,48000,2016,816500000,5,25,3,1,2,0,3,11,4,0
164,4,57000,2019,885500000,5,25,3,1,2,0,3,10,4,0
165,4,62000,2015,823400000,5,25,3,1,2,0,3,11,4,0
166,4,85000,2017,770500000,5,25,3,1,1,0,3,10,4,0
167,4,70000,2018,724500000,5,25,3,1,1,0,3,11,4,0
168,4,1226,2019,908500000,5,25,3,1,2,0,3,11,4,0
169,4,52000,2015,816500000,5,25,3,1,1,0,3,11,4,0
170,4,40000,2021,977500000,5,28,3,1,1,0,0,0,4,0
171,4,80000,2016,678500000,5,28,3,1,1,0,0,1,4,0
172,4,68000,2018,828000000,5,28,3,1,2,0,0,11,4,0
173,4,50000,2017,701500000,5,28,3,1,1,0,0,0,4,0
174,4,50000,2018,805000000,5,28,3,1,2,0,0,10,4,0
175,4,80000,2017,770500000,5,28,3,1,2,0,0,5,4,0
176,4,24300,2021,862500000,5,28,3,1,2,0,0,11,4,0
177,4,31000,2019,811900000,5,28,3,1,1,0,0,11,4,0
178,4,35000,2018,851000000,5,28,3,1,1,0,0,10,4,0
179,4,18000,2022,857900000,5,28,3,1,3,0,0,11,4,0
180,4,52000,2016,731400000,5,28,3,1,2,0,0,11,4,0
181,4,50000,2018,747500000,5,28,3,1,1,0,0,11,4,0
182,4,36000,2021,862500000,5,28,3,1,1,0,0,10,4,0
183,4,40000,2020,825700000,5,28,3,1,3,1,0,11,4,0
184,4,50000,2019,823400000,5,28,3,1,2,1,0,11,4,0
185,4,31000,2020,880900000,5,28,3,1,3,1,0,11,4,0
186,4,25000,2021,874000000,5,28,3,1,3,1,0,10,4,0
187,4,95000,2016,793500000,5,25,3,1,1,1,3,11,4,0
188,4,65000,2019,885500000,5,25,3,1,1,1,3,11,4,0
189,4,132000,2016,805000000,5,25,3,1,2,1,3,11,4,0
190,4,48000,2017,851000000,5,25,3,1,2,1,3,11,4,0
191,4,43000,2021,1069500000,5,25,3,1,3,1,3,11,4,0
192,4,32000,2020,1069500000,5,25,3,1,3,1,3,11,4,0
193,4,74000,2017,782000000,5,25,3,1,2,1,3,11,4,0
194,4,53000,2016,816500000,5,25,3,1,1,1,3,11,4,0
195,4,75000,2015,839500000,5,25,3,1,1,1,3,0,4,0
196,4,75000,2015,501400000,5,27,3,1,1,0,0,10,4,0
197,4,75000,2017,570400000,5,27,3,1,1,0,3,0,4,0
198,4,67000,2017,570400000,5,27,3,1,1,1,3,3,4,0
199,4,29000,2019,586500000,5,29,3,0,1,1,5,0,3,0
200,4,90000,2014,437000000,5,32,3,0,1,1,5,0,7,0
201,4,52000,2010,529000000,5,32,3,0,2,1,5,9,7,0
202,8,65000,2010,1354700000,5,37,3,0,2,1,3,8,4,0
203,8,66000,2010,770500000,5,37,3,0,2,1,3,10,4,0
204,8,66000,2015,1058000000,5,37,3,0,1,1,3,8,4,0
205,4,120000,2008,356500000,5,39,3,1,1,0,0,7,4,0
206,4,76000,2008,351900000,5,39,3,1,1,0,0,10,4,0
207,4,150000,2010,455400000,5,40,0,1,2,0,3,10,4,0
208,4,100000,2013,570400000,5,44,0,1,1,0,0,10,4,0
209,4,110000,2013,402500000,5,41,3,1,1,0,0,11,4,0
210,4,61000,2013,501400000,5,41,3,1,1,0,0,10,4,0
211,4,100000,2014,434700000,5,41,3,1,2,0,0,11,4,0
212,4,65000,2014,563500000,5,43,3,1,1,0,0,11,4,0
213,4,100000,2013,570400000,5,43,3,1,1,0,0,11,4,0
214,4,87000,2015,609500000,5,43,3,1,1,0,0,11,4,0
215,4,166187,2011,483000000,5,43,3,1,1,0,0,11,4,0
216,4,90000,2015,586500000,5,43,3,1,1,0,0,10,4,0
217,4,72455,2014,565800000,5,43,3,1,1,0,0,9,4,0
218,4,70000,2015,644000000,5,42,3,1,1,0,3,3,4,0
219,4,83000,2014,609500000,5,42,3,1,1,1,3,9,4,0
220,4,120000,2013,586500000,5,42,3,1,1,1,3,11,4,0
221,4,90000,2015,586500000,5,42,3,1,1,0,3,11,4,0
222,4,90000,2014,639400000,5,42,3,1,1,0,3,11,4,0
223,4,61055,2013,598000000,5,42,1,1,1,0,3,10,4,0
224,4,78000,2014,609500000,5,42,3,1,2,0,3,10,4,0
225,4,95000,2015,655500000,5,42,3,1,2,0,3,11,4,0
226,4,90000,2014,575000000,5,42,3,1,2,0,3,11,4,0
227,4,32645,2017,356500000,5,45,3,0,2,1,5,8,8,0
228,4,59000,2018,379500000,5,45,3,0,2,1,5,3,8,0
229,4,65000,2016,287500000,5,45,3,0,1,0,5,6,8,0
230,4,12000,2020,409400000,5,45,3,0,3,1,5,1,8,0
231,4,8000,2020,386400000,5,45,3,0,3,0,5,3,8,0
232,4,62000,2014,368000000,5,45,3,0,1,1,5,11,8,0
233,4,20000,2020,391000000,5,45,3,0,1,1,5,0,8,0
234,4,65000,2018,386400000,5,45,3,0,2,1,5,11,8,0
235,4,28000,2021,443900000,5,45,3,0,3,1,5,11,8,0
236,4,21000,2019,407100000,5,45,3,0,2,1,5,11,8,0
237,4,40000,2018,356500000,5,45,3,0,2,0,5,11,8,0
238,4,97000,2009,207000000,5,46,3,0,1,0,5,10,8,0
239,4,44259,2017,342700000,5,46,3,0,2,0,5,11,7,0
240,4,59000,2017,342700000,5,46,3,0,2,1,5,10,7,0
241,4,54000,2014,325000000,5,46,3,0,1,1,5,10,7,0
242,4,50000,2017,340400000,5,46,3,0,2,1,5,11,7,0
243,4,25000,2022,437000000,0,2,3,0,3,1,5,11,8,0
244,4,30000,2022,460000000,0,2,3,0,3,1,5,11,8,0
245,4,21000,2022,506000000,0,2,3,0,3,1,5,0,8,0
246,4,51000,2020,483000000,0,2,3,0,3,1,5,0,8,0
247,4,80000,2017,356500000,0,2,3,0,2,1,5,10,8,0
248,4,80000,2018,455400000,0,3,3,0,1,1,5,3,8,0
249,4,70000,2017,432400000,0,3,3,0,1,1,5,11,8,0
250,4,50000,2018,441600000,0,3,3,0,1,1,5,11,8,0
251,4,50000,2017,425500000,0,3,3,0,2,1,5,11,8,0
252,4,70000,2018,425500000,0,3,3,0,2,1,5,1,8,0
253,4,50000,2021,506000000,3,35,3,1,3,1,4,11,9,0
254,4,70000,2015,241500000,3,8,3,0,0,1,5,11,8,0
255,4,60000,2015,243800000,3,8,3,0,0,0,5,11,8,0
256,4,38000,2015,273700000,3,8,3,0,0,1,5,0,8,0
257,4,52000,2017,303600000,3,8,3,0,0,0,5,11,8,0
258,4,84000,2018,294400000,3,8,3,0,1,0,5,11,8,0
259,4,80000,2014,280600000,3,8,3,0,1,1,5,11,8,0
260,4,99000,2017,322000000,3,8,3,0,1,1,5,10,8,0
261,4,36000,2020,402500000,3,8,3,0,1,1,5,10,8,0
262,4,52000,2015,273700000,3,8,3,0,1,1,5,10,8,0
263,4,78000,2014,333500000,3,36,3,1,2,1,4,0,9,0
264,4,45000,2015,333500000,3,36,3,1,2,1,4,0,9,0
265,4,69000,2018,202400000,3,23,3,0,1,1,5,3,7,0
266,4,67000,2013,172500000,3,23,3,0,1,1,5,10,7,0
267,4,68000,2014,172500000,3,23,3,0,2,1,5,10,7,0
268,4,90000,2014,149500000,3,23,3,0,1,0,5,4,7,0
269,4,85000,2014,149500000,3,23,3,0,1,0,5,7,7,0
270,4,52000,2015,248400000,3,7,3,1,2,0,5,10,7,0
271,4,41000,2018,310500000,3,30,3,0,2,0,5,3,7,0
272,4,50000,2017,517500000,3,34,3,0,1,1,5,10,7,0
273,4,52000,2017,225400000,3,7,3,1,2,0,1,3,7,0
274,4,70000,2017,287500000,3,30,3,0,1,1,5,11,8,0
275,4,40000,2020,294400000,3,30,3,0,2,1,5,11,8,0
276,4,45000,2019,287500000,3,30,3,0,1,1,5,10,7,0
277,4,90000,2017,241500000,3,30,3,0,1,0,5,11,8,0
278,4,94000,2016,264500000,3,30,3,0,2,0,5,11,8,0
279,4,70000,2016,264500000,3,30,3,0,1,1,5,11,8,0
280,4,99000,2016,248400000,3,7,3,1,2,0,1,3,7,0
281,4,35000,2017,207000000,3,30,3,0,2,1,5,0,8,0
282,4,60000,2017,207000000,3,30,3,0,2,0,5,0,8,0
283,4,48000,2017,517500000,3,34,3,0,1,1,5,0,7,0
284,4,33000,2020,402500000,1,10,3,0,3,1,5,1,8,0
285,4,60000,2017,326600000,1,10,3,0,2,1,5,0,8,0
286,4,75000,2017,241500000,1,10,3,0,2,1,5,11,8,0
287,4,31000,2020,356500000,1,10,3,0,3,1,5,11,8,0
288,4,91000,2015,264500000,1,10,3,0,1,1,5,10,8,0
289,4,72000,2015,287500000,1,10,3,0,1,1,5,11,8,0
290,4,48000,2012,250700000,1,10,3,0,2,1,5,2,8,0
291,4,89000,2015,271400000,1,10,3,0,2,1,5,8,8,0
292,4,85000,2012,241500000,1,10,3,0,1,1,5,0,8,0
293,4,25000,2018,342700000,1,10,3,0,1,1,5,0,8,0
294,4,89000,2013,248400000,1,10,3,0,2,1,5,10,8,0
295,4,36000,2020,395600000,1,10,3,0,3,1,5,11,8,0
296,4,86000,2015,287500000,1,10,3,0,1,1,5,9,8,0
297,4,65000,2015,264500000,1,10,3,0,1,1,5,11,8,0
298,4,80000,2015,294400000,1,10,3,0,2,1,5,11,8,0
299,4,71000,2013,227700000,1,0,3,0,2,1,5,11,8,0
300,4,49594,2017,285200000,1,0,3,0,2,1,5,11,8,0
301,4,53000,2017,250700000,1,0,3,0,2,1,5,11,8,0
302,4,90000,2015,241500000,1,0,3,0,1,1,5,10,8,0
303,4,45000,2017,386400000,1,6,3,1,2,1,4,0,9,0
304,4,53000,2016,386400000,1,6,3,1,1,1,4,10,9,0
305,4,44000,2018,432400000,1,6,3,1,2,1,4,5,9,0
306,4,78000,2016,368000000,1,6,3,1,1,1,4,3,9,0
307,4,44000,2018,402500000,1,6,3,1,1,1,4,0,9,0
308,4,40000,2018,402500000,1,6,3,1,1,1,4,11,9,0
309,4,58000,2015,402500000,1,6,3,1,2,0,4,1,9,0
310,4,42000,2017,395600000,1,6,3,1,2,0,4,0,9,0
311,4,42000,2016,154100000,1,13,3,0,2,0,5,11,7,0
312,4,95000,2012,138000000,1,18,3,0,1,0,5,10,7,0
313,4,47000,2019,207000000,1,14,3,0,1,0,5,10,7,0
314,4,90000,2016,363400000,1,16,3,0,2,1,5,11,5,0
315,4,85000,2015,241500000,1,19,3,0,1,1,5,10,7,0
316,4,85000,2014,220800000,1,19,3,0,2,1,5,0,7,0
317,4,80000,2017,310500000,1,20,3,0,2,1,5,0,9,0
318,4,60000,2015,414000000,1,31,3,1,1,1,5,8,9,0
319,4,60000,2015,414000000,1,31,3,1,2,1,5,11,9,0
320,4,46000,2014,345000000,1,31,3,1,1,1,5,8,9,0
321,4,125303,2013,363400000,1,31,3,1,2,1,5,11,9,0
322,4,60000,2014,363400000,1,31,3,1,1,1,4,0,9,0
323,4,42000,2013,356500000,1,31,3,1,1,1,5,11,9,0
324,4,67000,2017,598000000,1,31,3,1,1,1,4,11,9,0
325,4,120000,2015,540500000,1,31,3,1,1,1,4,11,9,0
326,4,90000,2015,363400000,1,33,3,1,2,1,5,10,5,0
327,4,105000,2010,294400000,1,33,3,1,1,1,5,11,5,0
328,4,97000,2014,287500000,1,38,3,0,2,1,5,7,8,0
329,4,65000,2016,471500000,5,1,3,0,2,1,5,11,8,0
330,4,90000,2014,363400000,5,1,3,0,1,1,5,0,8,0
331,4,80000,2010,253000000,5,1,3,0,1,1,5,3,8,0
332,4,80000,2013,333500000,5,1,3,0,2,1,5,10,8,0
333,4,55000,2016,448500000,5,1,3,0,2,1,5,0,8,0
334,4,66369,2014,388700000,5,1,3,0,2,1,5,0,8,0
335,4,40000,2018,616400000,5,1,3,0,2,1,5,11,8,0
336,4,10000,2022,754400000,5,1,3,0,3,1,5,11,8,0
337,4,40000,2018,616400000,5,1,3,0,2,1,5,10,8,0
338,4,31000,2016,529000000,5,1,3,0,2,1,5,0,8,0
339,4,94000,2014,391000000,5,1,3,0,1,1,5,11,8,0
340,4,85000,2010,294400000,5,1,3,0,1,1,5,10,8,0
341,4,40000,2016,517500000,5,1,3,0,1,1,5,0,8,0
342,4,64000,2016,478400000,5,1,3,0,2,1,5,0,8,0
343,4,86000,2013,356500000,5,1,3,0,1,1,5,0,8,0
344,4,66000,2017,483000000,5,1,3,0,1,1,5,11,8,0
345,4,40256,2015,386400000,5,1,3,0,2,1,5,11,8,0
346,4,66000,2016,471500000,5,1,3,0,1,1,5,0,8,0
347,4,60000,2014,340400000,5,4,3,0,1,0,5,11,8,0
348,4,60000,2011,287500000,5,4,3,0,2,1,5,11,8,0
349,4,37000,2016,356500000,5,4,3,0,2,1,5,11,8,0
350,4,90000,2016,365700000,5,4,3,0,1,1,5,7,8,0
351,4,74000,2015,349600000,5,4,3,0,1,1,5,11,8,0
352,4,28000,2017,379500000,5,4,3,0,2,1,5,11,8,0
353,4,31000,2018,460000000,5,4,3,0,2,1,5,11,8,0
354,4,41000,2022,724500000,5,5,3,2,3,1,5,3,9,0
355,6,68000,2013,874000000,5,11,3,2,1,1,4,3,0,0
356,4,33000,2022,1292600000,5,12,3,1,3,1,4,11,2,0
357,4,1000,2023,1276500000,5,12,3,1,1,1,4,0,2,0
358,4,40000,2018,1053400000,5,12,3,1,2,1,4,11,2,0
359,4,40000,2020,1099400000,5,12,3,1,3,1,4,11,2,0
360,4,2000,2023,1127000000,5,12,3,1,3,1,4,3,2,0
361,4,30000,2018,1122400000,5,12,3,1,2,1,4,11,2,0
362,4,114000,2016,943000000,5,12,3,1,2,1,4,0,2,0
363,4,51000,2019,1058000000,5,12,3,1,1,1,4,10,2,0
364,4,40000,2019,1122400000,5,12,3,1,2,1,4,11,2,0
365,4,47000,2018,1030400000,5,12,3,1,2,1,4,11,2,0
366,4,84000,2011,547400000,5,12,3,1,2,1,4,11,2,0
367,4,87129,2017,931500000,5,12,3,1,2,1,4,11,2,0
368,4,75000,2012,625600000,5,12,3,1,2,1,4,9,2,0
369,4,38000,2018,1055700000,5,12,3,1,2,1,4,0,2,0
370,4,29000,2020,1115500000,5,12,3,1,3,1,4,11,2,0
371,4,60000,2014,618700000,5,15,3,0,2,1,5,11,6,0
372,4,15000,2018,644000000,5,15,3,0,2,1,5,5,6,0
373,4,5122,2020,1069500000,5,17,3,1,2,0,5,11,5,0
374,4,120000,2020,1069500000,5,17,3,1,1,0,5,11,5,0
375,4,110000,2012,586500000,5,17,3,1,1,0,5,11,5,0
376,4,83000,2017,770500000,5,17,3,1,1,0,5,11,5,0
377,8,63000,2014,1748000000,5,21,3,1,2,1,4,11,9,0
378,8,65000,2013,1541000000,5,21,3,1,2,1,4,10,9,0
379,8,73000,2012,1124424000,5,21,3,1,2,1,4,9,9,0
380,8,120000,2011,1368500000,5,21,3,1,2,1,4,11,9,0
381,8,60000,2014,1541000000,5,21,3,1,2,1,4,11,9,0
382,8,60000,2014,1725000000,5,21,3,1,2,1,4,11,9,0
383,6,1500,2023,3427000000,5,21,3,1,3,1,4,11,9,0
384,6,38000,2020,2484000000,5,21,3,1,3,1,4,11,9,0
385,8,60000,2014,1725000000,5,21,3,1,2,1,4,11,9,0
386,8,83000,2013,1426000000,5,21,3,1,1,1,4,11,9,0
387,8,70000,2015,1725000000,5,21,3,1,2,1,4,11,9,0
388,8,84000,2017,2173500000,5,21,3,1,1,1,4,11,9,0
389,8,67000,2018,2530000000,5,21,3,1,1,1,4,11,9,0
390,6,61000,2017,1598500000,5,22,3,1,2,1,4,11,9,0
391,6,32000,2020,1752600000,5,22,3,1,3,1,4,11,9,0
392,6,85000,2012,1752600000,5,22,3,1,1,1,4,0,9,0
393,6,69000,2013,1081000000,5,22,3,1,2,1,4,10,9,0
394,6,70000,2015,1127000000,5,22,3,1,2,0,4,0,9,0
395,6,77000,2013,1104000000,5,22,3,1,2,1,4,0,9,0
396,6,65000,2012,1104000000,5,22,3,1,1,1,4,0,9,0
397,6,55000,2015,1334000000,5,22,3,1,1,1,4,11,9,0
398,6,56000,2013,1265000000,5,22,3,1,2,1,4,11,9,0
399,6,68000,2012,954500000,5,22,3,1,1,0,4,11,9,0
400,6,85000,2012,1076400000,5,22,3,1,1,1,4,11,1,0
