,Car Make,Car Model,Location,Steering wheel,Fuel,Condition,Transmission,Drive,Type,Paint-color,Cylinders,Mileage (km),Year,Used Car Price(KIP),Car Make_E,Car Model_E,Location_E,Fuel_E,Condition_E,Transmission_E,Drive_E,Paint-color_E,Type_E,Steering wheel_E
334,TOYOTA ,CAMRY ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,Black,4,66369,2014,388700000,5,1,3,0,2,1,5,0,8,0
335,TOYOTA ,CAMRY ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,40000,2018,616400000,5,1,3,0,2,1,5,11,8,0
336,TOYOTA ,CAMRY ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,white,4,10000,2022,754400000,5,1,3,0,3,1,5,11,8,0
337,TOYOTA ,CAMRY ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,silver,4,40000,2018,616400000,5,1,3,0,2,1,5,10,8,0
338,TOYOTA ,CAMRY ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,Black,4,31000,2016,529000000,5,1,3,0,2,1,5,0,8,0
339,TOYOTA ,CAMRY ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,white,4,94000,2014,391000000,5,1,3,0,1,1,5,11,8,0
340,TOYOTA ,CAMRY ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,silver,4,85000,2010,294400000,5,1,3,0,1,1,5,10,8,0
341,TOYOTA ,CAMRY ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,Black,4,40000,2016,517500000,5,1,3,0,1,1,5,0,8,0
342,TOYOTA ,CAMRY ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,Black,4,64000,2016,478400000,5,1,3,0,2,1,5,0,8,0
343,TOYOTA ,CAMRY ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,Black,4,86000,2013,356500000,5,1,3,0,1,1,5,0,8,0
344,TOYOTA ,CAMRY ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,white,4,66000,2017,483000000,5,1,3,0,1,1,5,11,8,0
345,TOYOTA ,CAMRY ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,40256,2015,386400000,5,1,3,0,2,1,5,11,8,0
346,TOYOTA ,CAMRY ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,Black,4,66000,2016,471500000,5,1,3,0,1,1,5,0,8,0
347,TOYOTA ,COROLLA_ALTIS ,VTE,LEFT,benzine,Crash,Manual,rwd,sedan,white,4,60000,2014,340400000,5,4,3,0,1,0,5,11,8,0
348,TOYOTA ,COROLLA_ALTIS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,60000,2011,287500000,5,4,3,0,2,1,5,11,8,0
349,TOYOTA ,COROLLA_ALTIS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,37000,2016,356500000,5,4,3,0,2,1,5,11,8,0
350,TOYOTA ,COROLLA_ALTIS ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,Red,4,90000,2016,365700000,5,4,3,0,1,1,5,7,8,0
351,TOYOTA ,COROLLA_ALTIS ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,white,4,74000,2015,349600000,5,4,3,0,1,1,5,11,8,0
352,TOYOTA ,COROLLA_ALTIS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,28000,2017,379500000,5,4,3,0,2,1,5,11,8,0
353,TOYOTA ,COROLLA_ALTIS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,31000,2018,460000000,5,4,3,0,2,1,5,11,8,0
354,TOYOTA ,COROLLA_CROSS  ,VTE,LEFT,hybrid,VERY GOOD,automatic,rwd,suv,Gray,4,41000,2022,724500000,5,5,3,2,3,1,5,3,9,0
355,TOYOTA ,FJ_CRUISER   ,VTE,LEFT,hybrid,Crash,automatic,FWD,Jeep,Gray,6,68000,2013,874000000,5,11,3,2,1,1,4,3,0,0
356,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,PPV,white,4,33000,2022,1292600000,5,12,3,1,3,1,4,11,2,0
357,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,Crash,automatic,FWD,PPV,Black,4,1000,2023,1276500000,5,12,3,1,1,1,4,0,2,0
358,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,white,4,40000,2018,1053400000,5,12,3,1,2,1,4,11,2,0
359,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,PPV,white,4,40000,2020,1099400000,5,12,3,1,3,1,4,11,2,0
360,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,PPV,Gray,4,2000,2023,1127000000,5,12,3,1,3,1,4,3,2,0
361,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,white,4,30000,2018,1122400000,5,12,3,1,2,1,4,11,2,0
362,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,Black,4,114000,2016,943000000,5,12,3,1,2,1,4,0,2,0
363,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,Crash,automatic,FWD,PPV,silver,4,51000,2019,1058000000,5,12,3,1,1,1,4,10,2,0
364,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,white,4,40000,2019,1122400000,5,12,3,1,2,1,4,11,2,0
365,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,white,4,47000,2018,1030400000,5,12,3,1,2,1,4,11,2,0
366,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,white,4,84000,2011,547400000,5,12,3,1,2,1,4,11,2,0
367,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,white,4,87129,2017,931500000,5,12,3,1,2,1,4,11,2,0
368,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,gold silver,4,75000,2012,625600000,5,12,3,1,2,1,4,9,2,0
369,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,GOOD,automatic,FWD,PPV,Black,4,38000,2018,1055700000,5,12,3,1,2,1,4,0,2,0
370,TOYOTA ,FORTUNER ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,PPV,white,4,29000,2020,1115500000,5,12,3,1,3,1,4,11,2,0
371,TOYOTA ,GT_86 ,VTE,LEFT,benzine,GOOD,automatic,rwd,coupe,white,4,60000,2014,618700000,5,15,3,0,2,1,5,11,6,0
372,TOYOTA ,GT_86 ,VTE,LEFT,benzine,GOOD,automatic,rwd,coupe,Orange,4,15000,2018,644000000,5,15,3,0,2,1,5,5,6,0
373,TOYOTA ,HIACE ,VTE,LEFT,diesel,GOOD,Manual,rwd,Van,white,4,5122,2020,1069500000,5,17,3,1,2,0,5,11,5,0
374,TOYOTA ,HIACE ,VTE,LEFT,diesel,Crash,Manual,rwd,Van,white,4,120000,2020,1069500000,5,17,3,1,1,0,5,11,5,0
375,TOYOTA ,HIACE ,VTE,LEFT,diesel,Crash,Manual,rwd,Van,white,4,110000,2012,586500000,5,17,3,1,1,0,5,11,5,0
376,TOYOTA ,HIACE ,VTE,LEFT,diesel,Crash,Manual,rwd,Van,white,4,83000,2017,770500000,5,17,3,1,1,0,5,11,5,0
377,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,8,63000,2014,1748000000,5,21,3,1,2,1,4,11,9,0
378,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,silver,8,65000,2013,1541000000,5,21,3,1,2,1,4,10,9,0
379,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,gold silver,8,73000,2012,1124424000,5,21,3,1,2,1,4,9,9,0
380,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,8,120000,2011,1368500000,5,21,3,1,2,1,4,11,9,0
381,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,8,60000,2014,1541000000,5,21,3,1,2,1,4,11,9,0
382,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,8,60000,2014,1725000000,5,21,3,1,2,1,4,11,9,0
383,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,suv,white,6,1500,2023,3427000000,5,21,3,1,3,1,4,11,9,0
384,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,suv,white,6,38000,2020,2484000000,5,21,3,1,3,1,4,11,9,0
385,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,8,60000,2014,1725000000,5,21,3,1,2,1,4,11,9,0
386,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,white,8,83000,2013,1426000000,5,21,3,1,1,1,4,11,9,0
387,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,8,70000,2015,1725000000,5,21,3,1,2,1,4,11,9,0
388,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,white,8,84000,2017,2173500000,5,21,3,1,1,1,4,11,9,0
389,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,white,8,67000,2018,2530000000,5,21,3,1,1,1,4,11,9,0
390,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,6,61000,2017,1598500000,5,22,3,1,2,1,4,11,9,0
391,TOYOTA ,PRADO  ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,suv,white,6,32000,2020,1752600000,5,22,3,1,3,1,4,11,9,0
392,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,Black,6,85000,2012,1752600000,5,22,3,1,1,1,4,0,9,0
393,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,silver,6,69000,2013,1081000000,5,22,3,1,2,1,4,10,9,0
394,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,Manual,FWD,suv,Black,6,70000,2015,1127000000,5,22,3,1,2,0,4,0,9,0
395,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,Black,6,77000,2013,1104000000,5,22,3,1,2,1,4,0,9,0
396,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,Black,6,65000,2012,1104000000,5,22,3,1,1,1,4,0,9,0
397,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,white,6,55000,2015,1334000000,5,22,3,1,1,1,4,11,9,0
398,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,6,56000,2013,1265000000,5,22,3,1,2,1,4,11,9,0
399,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,Manual,FWD,suv,white,6,68000,2012,954500000,5,22,3,1,1,0,4,11,9,0
400,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,automatic,FWD,No Type,white,6,85000,2012,1076400000,5,22,3,1,1,1,4,11,1,0
401,TOYOTA ,REVO ,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,36000,2019,685400000,5,24,3,1,2,0,0,11,4,0
402,TOYOTA ,REVO ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,58000,2015,655500000,5,24,3,1,1,0,0,11,4,0
403,TOYOTA ,REVO ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,22000,2020,667000000,5,24,3,1,1,0,0,10,4,0
404,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,90000,2017,793500000,5,25,3,1,1,0,3,11,4,0
405,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,50000,2019,885500000,5,25,3,1,2,0,3,10,4,0
406,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,54000,2016,839500000,5,25,3,1,2,0,3,10,4,0
407,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,93000,2015,828000000,5,25,3,1,2,0,3,10,4,0
408,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,Orange,4,68000,2017,816500000,5,25,3,1,2,0,3,5,4,0
409,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,silver,4,97000,2015,770500000,5,25,3,1,1,0,3,10,4,0
410,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,silver,4,70000,2017,816500000,5,25,3,1,1,0,3,10,4,0
411,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,70000,2016,816500000,5,25,3,1,1,0,3,11,4,0
412,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,48000,2017,754400000,5,25,3,1,2,0,3,11,4,0
413,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,107000,2017,816500000,5,25,3,1,2,0,3,10,4,0
414,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,VERY GOOD,Manual,4x4,SUV's,white,4,53000,2020,897000000,5,25,3,1,3,0,3,11,4,0
415,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,75000,2015,823400000,5,25,3,1,2,0,3,11,4,0
416,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,48000,2016,816500000,5,25,3,1,2,0,3,11,4,0
417,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,57000,2019,885500000,5,25,3,1,2,0,3,10,4,0
418,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,62000,2015,823400000,5,25,3,1,2,0,3,11,4,0
419,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,silver,4,85000,2017,770500000,5,25,3,1,1,0,3,10,4,0
420,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,70000,2018,724500000,5,25,3,1,1,0,3,11,4,0
421,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,1226,2019,908500000,5,25,3,1,2,0,3,11,4,0
422,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,52000,2015,816500000,5,25,3,1,1,0,3,11,4,0
423,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,Black,4,40000,2021,977500000,5,28,3,1,1,0,0,0,4,0
424,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,Blue,4,80000,2016,678500000,5,28,3,1,1,0,0,1,4,0
425,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,68000,2018,828000000,5,28,3,1,2,0,0,11,4,0
426,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,Black,4,50000,2017,701500000,5,28,3,1,1,0,0,0,4,0
427,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,silver,4,50000,2018,805000000,5,28,3,1,2,0,0,10,4,0
428,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,Orange,4,80000,2017,770500000,5,28,3,1,2,0,0,5,4,0
429,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,24300,2021,862500000,5,28,3,1,2,0,0,11,4,0
430,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,31000,2019,811900000,5,28,3,1,1,0,0,11,4,0
431,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,35000,2018,851000000,5,28,3,1,1,0,0,10,4,0
432,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,VERY GOOD,Manual,2x4,SUV's,white,4,18000,2022,857900000,5,28,3,1,3,0,0,11,4,0
433,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,52000,2016,731400000,5,28,3,1,2,0,0,11,4,0
434,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,50000,2018,747500000,5,28,3,1,1,0,0,11,4,0
435,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,36000,2021,862500000,5,28,3,1,1,0,0,10,4,0
436,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,VERY GOOD,automatic,2x4,SUV's,white,4,40000,2020,825700000,5,28,3,1,3,1,0,11,4,0
437,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,automatic,2x4,SUV's,white,4,50000,2019,823400000,5,28,3,1,2,1,0,11,4,0
438,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,VERY GOOD,automatic,2x4,SUV's,white,4,31000,2020,880900000,5,28,3,1,3,1,0,11,4,0
439,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,VERY GOOD,automatic,2x4,SUV's,silver,4,25000,2021,874000000,5,28,3,1,3,1,0,10,4,0
440,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,white,4,95000,2016,793500000,5,25,3,1,1,1,3,11,4,0
441,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,white,4,65000,2019,885500000,5,25,3,1,1,1,3,11,4,0
442,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,automatic,4x4,SUV's,white,4,132000,2016,805000000,5,25,3,1,2,1,3,11,4,0
443,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,automatic,4x4,SUV's,white,4,48000,2017,851000000,5,25,3,1,2,1,3,11,4,0
444,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,VERY GOOD,automatic,4x4,SUV's,white,4,43000,2021,1069500000,5,25,3,1,3,1,3,11,4,0
445,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,VERY GOOD,automatic,4x4,SUV's,white,4,32000,2020,1069500000,5,25,3,1,3,1,3,11,4,0
446,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,automatic,4x4,SUV's,white,4,74000,2017,782000000,5,25,3,1,2,1,3,11,4,0
447,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,white,4,53000,2016,816500000,5,25,3,1,1,1,3,11,4,0
448,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,Black,4,75000,2015,839500000,5,25,3,1,1,1,3,0,4,0
449,TOYOTA ,REVO_SMART_CAB ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,75000,2015,501400000,5,27,3,1,1,0,0,10,4,0
450,TOYOTA ,REVO_SMART_CAB ,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,Black,4,75000,2017,570400000,5,27,3,1,1,0,3,0,4,0
451,TOYOTA ,REVO_SMART_CAB ,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,Gray,4,67000,2017,570400000,5,27,3,1,1,1,3,3,4,0
452,TOYOTA ,RUSH ,VTE,LEFT,benzine,Crash,automatic,rwd,SUV,Black,4,29000,2019,586500000,5,29,3,0,1,1,5,0,3,0
453,TOYOTA ,SIENNA ,VTE,LEFT,benzine,Crash,automatic,rwd,hatchback,Black,4,90000,2014,437000000,5,32,3,0,1,1,5,0,7,0
454,TOYOTA ,SIENNA ,VTE,LEFT,benzine,GOOD,automatic,rwd,hatchback,gold silver,4,52000,2010,529000000,5,32,3,0,2,1,5,9,7,0
455,TOYOTA ,TUNDRA ,VTE,LEFT,benzine,GOOD,automatic,4x4,SUV's,Sugar,8,65000,2010,1354700000,5,37,3,0,2,1,3,8,4,0
456,TOYOTA ,TUNDRA ,VTE,LEFT,benzine,GOOD,automatic,4x4,SUV's,silver,8,66000,2010,770500000,5,37,3,0,2,1,3,10,4,0
457,TOYOTA ,TUNDRA ,VTE,LEFT,benzine,Crash,automatic,4x4,SUV's,Sugar,8,66000,2015,1058000000,5,37,3,0,1,1,3,8,4,0
458,TOYOTA ,VIGO,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,Red,4,120000,2008,356500000,5,39,3,1,1,0,0,7,4,0
459,TOYOTA ,VIGO,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,76000,2008,351900000,5,39,3,1,1,0,0,10,4,0
460,TOYOTA ,VIGO_4x4,CPS,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,150000,2010,455400000,5,40,0,1,2,0,3,10,4,0
461,TOYOTA ,VIGO_prerunner,CPS,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,100000,2013,570400000,5,44,0,1,1,0,0,10,4,0
462,TOYOTA ,VIGO_CHAMP ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,110000,2013,402500000,5,41,3,1,1,0,0,11,4,0
463,TOYOTA ,VIGO_CHAMP ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,61000,2013,501400000,5,41,3,1,1,0,0,10,4,0
464,TOYOTA ,VIGO_CHAMP ,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,100000,2014,434700000,5,41,3,1,2,0,0,11,4,0
465,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,65000,2014,563500000,5,43,3,1,1,0,0,11,4,0
466,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,100000,2013,570400000,5,43,3,1,1,0,0,11,4,0
467,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,87000,2015,609500000,5,43,3,1,1,0,0,11,4,0
468,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,166187,2011,483000000,5,43,3,1,1,0,0,11,4,0
469,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,90000,2015,586500000,5,43,3,1,1,0,0,10,4,0
470,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,gold silver,4,72455,2014,565800000,5,43,3,1,1,0,0,9,4,0
471,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,Gray,4,70000,2015,644000000,5,42,3,1,1,0,3,3,4,0
472,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,gold silver,4,83000,2014,609500000,5,42,3,1,1,1,3,9,4,0
473,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,white,4,120000,2013,586500000,5,42,3,1,1,1,3,11,4,0
474,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,90000,2015,586500000,5,42,3,1,1,0,3,11,4,0
475,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,90000,2014,639400000,5,42,3,1,1,0,3,11,4,0
476,TOYOTA ,VIGO_CHAMP_4x4,HP,LEFT,diesel,Crash,Manual,4x4,SUV's,silver,4,61055,2013,598000000,5,42,1,1,1,0,3,10,4,0
477,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,78000,2014,609500000,5,42,3,1,2,0,3,10,4,0
478,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,95000,2015,655500000,5,42,3,1,2,0,3,11,4,0
479,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,90000,2014,575000000,5,42,3,1,2,0,3,11,4,0
480,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,Sugar,4,32645,2017,356500000,5,45,3,0,2,1,5,8,8,0
481,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,Gray,4,59000,2018,379500000,5,45,3,0,2,1,5,3,8,0
482,TOYOTA ,VIOS ,VTE,LEFT,benzine,Crash,Manual,rwd,sedan,Purtle,4,65000,2016,287500000,5,45,3,0,1,0,5,6,8,0
483,TOYOTA ,VIOS ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,Blue,4,12000,2020,409400000,5,45,3,0,3,1,5,1,8,0
484,TOYOTA ,VIOS ,VTE,LEFT,benzine,VERY GOOD,Manual,rwd,sedan,Gray,4,8000,2020,386400000,5,45,3,0,3,0,5,3,8,0
485,TOYOTA ,VIOS ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,white,4,62000,2014,368000000,5,45,3,0,1,1,5,11,8,0
486,TOYOTA ,VIOS ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,Black,4,20000,2020,391000000,5,45,3,0,1,1,5,0,8,0
487,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,65000,2018,386400000,5,45,3,0,2,1,5,11,8,0
488,TOYOTA ,VIOS ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,white,4,28000,2021,443900000,5,45,3,0,3,1,5,11,8,0
489,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,21000,2019,407100000,5,45,3,0,2,1,5,11,8,0
490,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,Manual,rwd,sedan,white,4,40000,2018,356500000,5,45,3,0,2,0,5,11,8,0
491,TOYOTA ,YARIS ,VTE,LEFT,benzine,Crash,Manual,rwd,sedan,silver,4,97000,2009,207000000,5,46,3,0,1,0,5,10,8,0
492,TOYOTA ,YARIS ,VTE,LEFT,benzine,GOOD,Manual,rwd,hatchback,white,4,44259,2017,342700000,5,46,3,0,2,0,5,11,7,0
493,TOYOTA ,YARIS ,VTE,LEFT,benzine,GOOD,automatic,rwd,hatchback,silver,4,59000,2017,342700000,5,46,3,0,2,1,5,10,7,0
494,TOYOTA ,YARIS ,VTE,LEFT,benzine,Crash,automatic,rwd,hatchback,silver,4,54000,2014,325000000,5,46,3,0,1,1,5,10,7,0
495,TOYOTA ,YARIS ,VTE,LEFT,benzine,GOOD,automatic,rwd,hatchback,white,4,50000,2017,340400000,5,46,3,0,2,1,5,11,7,0
496,HONDA ,CITY ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,white,4,25000,2022,437000000,0,2,3,0,3,1,5,11,8,0
497,HONDA ,CITY ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,white,4,30000,2022,460000000,0,2,3,0,3,1,5,11,8,0
